,Date,Departure Time,Revenue ($),Passengers (First Class),Passengers (Business Class),Passengers (Economy Class),Origin,Destination,Pod,Distance (km),Flight Number,Aircraft Type,Departure Gate,Arrival Gate,Airline
21,2023-06-27,05:56,4013.0,5.0,29.0,201.6,,HND,B,3843.0,345.0,Boeing 737,C,A,Emirates
22,2023-06-08,10:08,2349.0,9.0,24.0,82.95,DXB,LHR,B,2608.0,734.0,Boeing 737,,B,American Airlines
23,2023-06-14,19:48,3693.0,10.0,16.0,162.75,DXB,HND,B,4349.0,886.0,Airbus A380,B,B,Emirates
24,2023-06-19,12:13,4467.0,5.0,19.0,91.35,DXB,LHR,B,4327.0,451.0,Airbus A380,A,A,Emirates
25,2023-06-29,10:33,3579.0,5.0,25.0,123.9,AMS,BOG,B,4036.0,564.0,Airbus A320,A,B,Emirates
26,2023-06-18,04:24,4253.0,7.0,14.0,126.0,SYD,HND,B,1632.0,961.0,Airbus A380,,,American Airlines
27,2023-07-01,10:18,1121.0,,18.0,94.5,,HND,B,4266.0,162.0,nan,B,,Emirates
28,2023-06-27,11:51,1694.0,10.0,17.0,139.65,AMS,HND,B,4612.0,446.0,Airbus A320,A,A,Qantas
29,2023-06-28,05:54,4829.0,4.0,10.0,134.4,AMS,LHR,B,1487.0,435.0,Boeing 777,D,A,Qantas
30,2023-06-15,11:43,4620.0,6.0,29.0,131.0,ORD,SIN,A,1732.0,991.0,Airbus A320,C,B,Qantas
31,2023-07-01,08:45,4532.0,5.0,20.0,81.9,,SIN,B,2748.0,466.0,Boeing 737,,B,Emirates
32,2023-07-04,18:41,3761.0,5.0,10.0,129.0,ORD,SIN,A,2698.0,498.0,Airbus A320,A,,Qantas
33,2023-07-02,12:01,3421.0,4.0,17.0,111.0,ORD,LAX,A,2284.0,554.0,Airbus A380,,C,British Airways
34,2023-06-23,20:12,4697.0,1.0,28.0,86.0,ORD,LAX,A,1967.0,877.0,Boeing 737,C,A,Qantas
35,2023-06-24,01:44,1729.0,6.0,22.0,60.900000000000006,AMS,,B,3706.0,790.0,Airbus A320,D,C,Emirates
36,2023-06-16,22:51,3685.0,3.0,12.0,158.55,SYD,CDG,B,3059.0,735.0,Boeing 737,,B,
37,2023-06-18,05:38,3835.0,2.0,13.0,63.0,DXB,LAX,B,3292.0,855.0,Airbus A380,A,B,British Airways
38,2023-06-26,17:45,1631.0,8.0,21.0,119.0,ORD,SIN,A,4108.0,282.0,Airbus A320,D,B,Qantas
39,2023-06-23,18:58,3322.0,2.0,19.0,130.20000000000002,AMS,HND,B,3043.0,180.0,Airbus A380,D,D,Emirates
40,2023-06-26,16:03,2171.0,8.0,28.0,184.0,LHR,HND,A,2691.0,660.0,Airbus A380,C,C,Qantas
41,2023-06-12,20:54,3450.0,4.0,29.0,163.0,JFK,,A,1823.0,994.0,Boeing 777,C,D,
42,2023-07-01,02:45,3202.0,4.0,26.0,51.0,ORD,BOG,A,1665.0,638.0,Airbus A380,B,A,
43,2023-06-06,16:44,4577.0,4.0,18.0,73.5,AMS,HND,B,4363.0,168.0,Airbus A320,,D,Emirates
44,2023-06-13,09:06,3774.0,2.0,21.0,123.0,LHR,SIN,A,4483.0,765.0,Airbus A380,D,C,British Airways
45,2023-06-12,23:48,2657.0,4.0,20.0,157.5,SYD,LHR,B,1005.0,121.0,Airbus A380,D,D,British Airways
46,2023-07-04,01:19,3059.0,5.0,12.0,131.0,JFK,LHR,A,3671.0,835.0,Airbus A380,D,D,Emirates
47,2023-06-15,22:00,2414.0,8.0,17.0,196.35,DXB,CDG,B,1162.0,975.0,Airbus A380,D,D,British Airways
48,2023-06-23,07:47,2303.0,9.0,13.0,193.2,AMS,LAX,B,1306.0,487.0,Airbus A380,,B,
49,2023-06-25,04:23,1004.0,9.0,29.0,148.0,LHR,,A,1759.0,782.0,Airbus A380,,A,Qantas
50,2023-06-12,14:53,1029.0,6.0,11.0,164.85,,HND,B,2467.0,960.0,Boeing 737,D,A,Emirates
51,2023-06-13,21:17,4506.0,5.0,14.0,121.8,SYD,HND,B,2369.0,474.0,Boeing 737,,C,
52,2023-06-08,00:36,1205.0,1.0,26.0,166.95000000000002,DXB,LAX,B,3967.0,143.0,Airbus A380,A,D,Qantas
53,2023-06-29,16:04,3795.0,7.0,18.0,96.0,ORD,BOG,A,4591.0,350.0,Boeing 737,B,D,British Airways
54,2023-07-03,04:32,3048.0,5.0,20.0,53.55,AMS,BOG,B,4492.0,345.0,Boeing 737,D,A,American Airlines
55,2023-06-13,13:38,3188.0,4.0,15.0,173.0,LHR,SIN,A,2691.0,690.0,Boeing 737,C,C,Qantas
56,2023-06-22,06:15,2704.0,6.0,14.0,75.0,LHR,CDG,A,2628.0,731.0,Airbus A380,A,C,Qantas
57,2023-06-13,12:15,4857.0,8.0,29.0,122.85,,SIN,B,1745.0,316.0,Airbus A320,C,,British Airways
58,2023-06-18,09:47,4590.0,7.0,15.0,141.75,AMS,HND,B,1418.0,863.0,Boeing 777,,D,Emirates
59,2023-07-04,09:24,1915.0,4.0,20.0,165.0,LHR,,A,1839.0,806.0,Airbus A320,B,,
60,2023-06-08,16:00,4667.0,3.0,30.0,135.0,JFK,SIN,A,1559.0,191.0,Airbus A320,,,American Airlines
61,2023-06-10,16:49,1024.0,4.0,18.0,135.0,LHR,CDG,A,4877.0,345.0,Airbus A380,A,D,
62,2023-06-19,14:51,3869.0,2.0,20.0,77.0,ORD,BOG,A,4834.0,853.0,Airbus A320,A,,Emirates
63,2023-06-15,18:12,2402.0,1.0,16.0,159.0,LHR,HND,A,3856.0,587.0,Airbus A380,C,B,Emirates
64,2023-07-02,10:19,2644.0,3.0,12.0,205.8,,HND,B,2218.0,938.0,Airbus A320,B,C,American Airlines
65,2023-06-16,11:22,3275.0,3.0,27.0,103.95,,LHR,B,4427.0,149.0,Boeing 737,C,,Emirates
66,2023-06-16,21:26,1819.0,8.0,17.0,112.35,,LHR,B,2219.0,239.0,Airbus A380,A,D,British Airways
67,2023-07-02,07:55,3057.0,1.0,18.0,121.8,SYD,LHR,B,3510.0,922.0,Airbus A380,A,B,British Airways
68,2023-07-02,14:51,2938.0,3.0,18.0,93.45,SYD,,B,4048.0,573.0,Airbus A380,,A,British Airways
69,2023-06-06,04:12,4225.0,7.0,11.0,153.3,AMS,LAX,B,1091.0,517.0,Airbus A320,B,A,
70,2023-06-29,19:25,4499.0,5.0,14.0,166.95000000000002,,,B,1242.0,657.0,Airbus A320,C,B,American Airlines
71,2023-06-23,01:45,1270.0,10.0,16.0,56.0,LHR,,A,1716.0,921.0,Boeing 737,A,B,Qantas
72,2023-06-29,02:05,1243.0,9.0,18.0,89.0,JFK,LHR,A,3361.0,909.0,Airbus A380,A,C,British Airways
73,2023-07-01,04:51,1531.0,2.0,17.0,144.0,JFK,CDG,A,4765.0,644.0,Airbus A380,,B,British Airways
74,2023-06-12,05:51,4398.0,1.0,25.0,165.9,DXB,,B,2968.0,874.0,Boeing 737,B,A,Qantas
75,2023-06-26,16:01,3377.0,8.0,18.0,58.0,JFK,LAX,A,4890.0,402.0,Boeing 777,B,B,Emirates
76,2023-06-15,23:11,4279.0,7.0,17.0,74.0,ORD,HND,A,1634.0,387.0,Boeing 777,B,A,American Airlines
77,2023-06-17,21:48,1427.0,2.0,18.0,130.20000000000002,,CDG,B,1636.0,653.0,Airbus A320,B,B,Emirates
78,2023-06-20,12:45,1346.0,9.0,12.0,193.2,SYD,LAX,B,2472.0,279.0,Boeing 777,A,A,Emirates
79,2023-06-08,11:02,3298.0,9.0,12.0,109.2,,BOG,B,2896.0,552.0,Airbus A320,C,D,
80,2023-06-11,16:48,3654.0,9.0,18.0,111.3,SYD,SIN,B,2681.0,454.0,Airbus A320,C,,
81,2023-06-13,03:04,3907.0,1.0,29.0,197.4,,LAX,B,3660.0,482.0,Boeing 737,A,B,Qantas
82,2023-07-01,17:34,3003.0,10.0,20.0,162.75,,CDG,B,4627.0,547.0,Boeing 777,C,D,American Airlines
83,2023-06-29,22:01,2471.0,6.0,17.0,180.0,JFK,BOG,A,2342.0,686.0,Airbus A320,B,,Qantas
84,2023-06-21,15:42,3473.0,8.0,18.0,57.0,ORD,BOG,A,4472.0,702.0,Airbus A380,C,,Qantas
85,2023-06-18,16:18,1242.0,4.0,10.0,111.3,,LHR,B,1073.0,660.0,Airbus A380,B,C,Qantas
86,2023-06-09,12:21,2600.0,2.0,25.0,194.0,LHR,CDG,A,4956.0,655.0,Boeing 737,D,,British Airways
87,2023-06-30,03:51,4094.0,7.0,28.0,175.35,,LAX,B,4589.0,149.0,Boeing 777,B,D,American Airlines
88,2023-06-20,19:01,2492.0,7.0,13.0,54.6,AMS,HND,B,4298.0,437.0,Airbus A320,B,B,Emirates
89,2023-06-22,23:09,3665.0,1.0,12.0,92.4,DXB,LHR,B,4898.0,574.0,Boeing 777,C,,American Airlines
90,2023-06-25,08:45,1103.0,5.0,16.0,125.0,JFK,LHR,A,2906.0,403.0,Airbus A380,A,C,American Airlines
91,2023-06-07,13:02,1106.0,10.0,27.0,123.0,LHR,BOG,A,2983.0,384.0,Boeing 777,A,,Emirates
92,2023-06-07,16:44,4140.0,5.0,12.0,116.55,DXB,BOG,B,4792.0,638.0,Airbus A320,C,A,Emirates
93,2023-06-13,03:08,3547.0,2.0,25.0,135.45000000000002,AMS,BOG,B,3545.0,202.0,Airbus A380,A,A,Qantas
94,2023-06-09,06:47,4781.0,2.0,24.0,204.75,,HND,B,4531.0,863.0,Airbus A380,C,B,Qantas
95,2023-06-24,04:46,3542.0,4.0,24.0,98.7,DXB,LHR,B,3086.0,267.0,Boeing 737,C,C,Qantas
96,2023-06-10,04:42,1497.0,8.0,24.0,92.4,SYD,CDG,B,4787.0,872.0,Airbus A320,D,C,Qantas
97,2023-06-10,17:10,3133.0,8.0,23.0,108.15,AMS,LAX,B,3059.0,909.0,Boeing 777,B,A,Qantas
98,2023-06-15,20:42,3115.0,9.0,30.0,132.0,JFK,BOG,A,2086.0,952.0,Boeing 777,,B,Emirates
99,2023-06-26,23:47,1176.0,8.0,28.0,59.85,SYD,SIN,B,3420.0,795.0,Airbus A320,,,Emirates
100,2023-06-12,11:59,3701.0,2.0,23.0,103.0,LHR,BOG,A,3420.0,901.0,Airbus A320,,A,
101,2023-07-05,13:03,3980.0,8.0,26.0,76.0,LHR,SIN,A,3560.0,742.0,Airbus A320,D,C,Qantas
102,2023-06-11,17:31,3062.0,2.0,24.0,201.6,SYD,LAX,B,2579.0,672.0,Boeing 737,A,B,American Airlines
103,2023-06-21,10:44,2626.0,4.0,20.0,192.15,AMS,BOG,B,2701.0,634.0,Airbus A320,B,B,Emirates
104,2023-06-20,22:15,3817.0,8.0,25.0,100.0,ORD,CDG,A,3580.0,278.0,Airbus A320,,,British Airways
105,2023-06-07,22:44,3503.0,5.0,11.0,110.25,SYD,LAX,B,1742.0,221.0,Airbus A380,,B,Emirates
106,2023-07-03,13:54,1422.0,3.0,13.0,87.0,LHR,LHR,A,1888.0,898.0,Boeing 737,D,,
107,2023-06-24,00:48,4176.0,8.0,24.0,56.7,,HND,B,1230.0,239.0,Airbus A380,D,,Qantas
108,2023-06-28,00:47,2275.0,10.0,26.0,72.45,AMS,HND,B,4279.0,359.0,Boeing 737,,B,British Airways
109,2023-06-29,06:20,3979.0,2.0,13.0,118.0,ORD,LHR,A,2879.0,905.0,Boeing 737,A,,
110,2023-06-11,09:14,4052.0,4.0,12.0,179.55,SYD,LAX,B,2113.0,944.0,Airbus A380,,D,British Airways
111,2023-06-20,11:28,1153.0,8.0,23.0,103.95,AMS,BOG,B,2116.0,230.0,Airbus A380,D,B,Emirates
112,2023-06-08,17:55,2771.0,7.0,12.0,90.0,ORD,SIN,A,2082.0,994.0,Airbus A320,D,D,American Airlines
113,2023-06-24,23:14,3375.0,8.0,26.0,108.0,ORD,HND,A,4657.0,718.0,Airbus A380,,A,British Airways
114,2023-06-24,08:47,2456.0,8.0,18.0,51.0,LHR,BOG,A,3476.0,321.0,Boeing 777,D,,Qantas
115,2023-07-03,15:50,3711.0,10.0,15.0,85.0,LHR,LAX,A,4073.0,305.0,Boeing 777,C,,Qantas
116,2023-06-10,07:30,2028.0,8.0,29.0,117.6,,CDG,B,4934.0,671.0,Airbus A380,A,C,Qantas
117,2023-06-28,13:56,2094.0,2.0,13.0,190.0,ORD,SIN,A,4823.0,861.0,Airbus A380,,,Qantas
118,2023-06-25,08:19,3925.0,1.0,19.0,124.0,ORD,CDG,A,1035.0,961.0,Boeing 737,A,C,
119,2023-06-30,05:36,1284.0,1.0,14.0,76.0,JFK,BOG,A,1776.0,669.0,Airbus A380,B,B,Emirates
120,2023-06-23,20:13,4195.0,6.0,24.0,106.05,AMS,LHR,B,1737.0,347.0,Airbus A320,C,A,American Airlines
121,2023-06-26,09:19,3134.0,5.0,22.0,195.0,JFK,LHR,A,4290.0,236.0,Boeing 777,B,,
122,2023-06-10,02:56,2475.0,6.0,26.0,148.05,AMS,,B,1748.0,459.0,Boeing 777,,D,
123,2023-06-26,09:34,2733.0,4.0,28.0,164.85,,HND,B,4926.0,401.0,Boeing 777,,D,British Airways
124,2023-06-08,01:23,4832.0,3.0,24.0,67.2,SYD,LHR,B,2767.0,935.0,Boeing 777,C,A,
125,2023-07-04,06:09,3365.0,9.0,26.0,53.55,DXB,CDG,B,4214.0,864.0,Airbus A320,B,,Emirates
126,2023-06-29,07:33,1137.0,9.0,26.0,53.55,SYD,HND,B,4614.0,416.0,Airbus A380,D,B,American Airlines
127,2023-06-24,08:42,2034.0,10.0,14.0,81.9,SYD,LAX,B,4507.0,621.0,Boeing 737,B,B,American Airlines
128,2023-06-15,19:25,3790.0,5.0,27.0,80.85000000000001,SYD,CDG,B,4730.0,398.0,Boeing 737,C,C,
129,2023-06-19,18:26,1675.0,10.0,23.0,187.95,SYD,BOG,B,4325.0,559.0,Boeing 737,,,Emirates
130,2023-06-21,01:51,3060.0,8.0,28.0,173.25,SYD,LHR,B,1431.0,781.0,Airbus A320,D,D,American Airlines
131,2023-06-18,04:51,3285.0,9.0,11.0,92.4,,BOG,B,3340.0,511.0,Airbus A380,,,
132,2023-07-02,21:46,4473.0,8.0,20.0,94.0,ORD,LHR,A,3630.0,577.0,Airbus A320,C,,American Airlines
133,2023-06-24,11:57,2002.0,1.0,16.0,186.0,LHR,BOG,A,2415.0,793.0,Airbus A380,A,A,British Airways
134,2023-06-24,18:43,2628.0,5.0,29.0,142.0,JFK,BOG,A,1483.0,517.0,Airbus A320,D,A,American Airlines
135,2023-06-21,00:10,1928.0,5.0,17.0,120.0,ORD,CDG,A,1072.0,285.0,Airbus A380,C,D,Emirates
136,2023-06-20,04:02,3782.0,4.0,22.0,182.0,ORD,BOG,A,2996.0,233.0,Airbus A320,,A,American Airlines
137,2023-06-10,22:10,4198.0,7.0,30.0,124.95,AMS,SIN,B,3632.0,132.0,Airbus A320,,D,Qantas
138,2023-06-09,13:29,4495.0,6.0,18.0,170.0,LHR,BOG,A,3879.0,424.0,Boeing 737,A,,British Airways
139,2023-07-02,23:24,4740.0,3.0,29.0,170.1,SYD,SIN,B,4625.0,324.0,Boeing 737,,A,
140,2023-07-02,14:17,2136.0,6.0,12.0,179.55,AMS,LAX,B,2524.0,138.0,Boeing 777,,A,American Airlines
141,2023-06-15,14:08,3841.0,6.0,12.0,159.6,DXB,SIN,B,2137.0,218.0,Boeing 777,,,American Airlines
142,2023-06-13,04:52,3414.0,4.0,10.0,87.0,ORD,CDG,A,1449.0,468.0,Boeing 777,D,A,American Airlines
143,2023-06-16,20:09,2120.0,2.0,16.0,183.0,ORD,LAX,A,4461.0,391.0,Boeing 777,A,C,
144,2023-06-22,23:41,1472.0,2.0,12.0,93.0,JFK,CDG,A,2048.0,282.0,Boeing 737,D,,American Airlines
145,2023-07-05,01:27,4458.0,4.0,28.0,94.5,SYD,BOG,B,2700.0,373.0,Boeing 777,,C,British Airways
146,2023-06-12,02:45,2841.0,10.0,25.0,188.0,ORD,,A,3459.0,773.0,Boeing 737,A,,
147,2023-06-07,08:48,1264.0,7.0,21.0,100.8,SYD,BOG,B,3194.0,645.0,Airbus A380,C,C,Qantas
148,2023-07-01,07:36,4045.0,6.0,17.0,151.20000000000002,SYD,HND,B,2239.0,156.0,Airbus A380,,C,British Airways
149,2023-06-19,15:21,1786.0,9.0,30.0,64.0,JFK,,A,3320.0,991.0,Boeing 737,B,B,Emirates
150,2023-07-02,03:29,2123.0,6.0,15.0,105.0,,CDG,B,1896.0,707.0,Airbus A320,A,C,Qantas
151,2023-06-08,05:36,4142.0,6.0,13.0,186.9,,LHR,B,2238.0,685.0,Boeing 737,,D,British Airways
152,2023-06-10,10:43,1584.0,4.0,14.0,204.75,SYD,HND,B,1192.0,512.0,Boeing 737,,D,Qantas
153,2023-07-01,21:58,2215.0,9.0,10.0,198.45,SYD,SIN,B,1698.0,157.0,Airbus A320,D,A,
154,2023-06-29,12:55,1614.0,9.0,27.0,179.55,SYD,,B,4463.0,941.0,Airbus A320,,B,American Airlines
155,2023-06-17,04:04,2600.0,4.0,18.0,155.0,JFK,CDG,A,4775.0,723.0,Boeing 777,C,C,Emirates
156,2023-06-25,13:15,2547.0,1.0,25.0,200.55,DXB,BOG,B,3549.0,190.0,Airbus A380,D,C,Emirates
157,2023-07-01,05:45,2336.0,6.0,19.0,175.35,SYD,BOG,B,2190.0,671.0,Boeing 777,C,D,
158,2023-06-26,11:44,3640.0,1.0,27.0,160.65,AMS,LAX,B,4651.0,613.0,Boeing 737,B,A,
159,2023-06-06,03:10,2719.0,8.0,16.0,68.0,LHR,,A,4713.0,716.0,Boeing 777,A,A,Emirates
160,2023-06-30,02:39,2218.0,2.0,11.0,74.55,SYD,,B,3355.0,277.0,Boeing 777,B,,American Airlines
161,2023-06-24,06:30,3771.0,2.0,27.0,52.5,SYD,CDG,B,3345.0,591.0,Boeing 777,D,,
162,2023-06-28,04:33,1684.0,10.0,15.0,141.75,DXB,LHR,B,2793.0,492.0,Airbus A380,A,D,Qantas
163,2023-06-13,08:24,1740.0,6.0,18.0,188.0,LHR,HND,A,1196.0,445.0,Boeing 777,C,A,Emirates
164,2023-06-28,00:39,2131.0,1.0,17.0,107.1,AMS,SIN,B,4380.0,649.0,Boeing 777,B,,American Airlines
165,2023-06-24,19:38,1666.0,6.0,12.0,204.75,DXB,HND,B,3960.0,815.0,Airbus A320,B,D,Emirates
166,2023-07-05,10:58,1101.0,7.0,21.0,145.95000000000002,AMS,BOG,B,1241.0,236.0,Boeing 777,A,B,British Airways
167,2023-06-21,05:06,1340.0,9.0,24.0,104.0,ORD,LHR,A,2207.0,418.0,Airbus A380,B,C,American Airlines
168,2023-06-22,22:31,1222.0,4.0,20.0,105.0,AMS,LAX,B,4469.0,629.0,Boeing 777,B,,American Airlines
169,2023-06-23,11:47,4267.0,8.0,22.0,116.0,ORD,BOG,A,1119.0,168.0,Boeing 737,,D,Emirates
170,2023-06-21,20:37,4075.0,2.0,24.0,185.85,SYD,BOG,B,1793.0,511.0,Boeing 777,B,C,American Airlines
171,2023-06-24,12:43,3610.0,2.0,11.0,137.0,LHR,CDG,A,3227.0,133.0,Boeing 777,B,A,American Airlines
172,2023-06-10,19:46,3012.0,7.0,12.0,91.35,AMS,CDG,B,1296.0,826.0,Airbus A380,A,,
173,2023-06-06,17:06,4506.0,2.0,28.0,184.0,JFK,LAX,A,4933.0,442.0,Airbus A320,D,C,American Airlines
174,2023-07-05,17:28,3511.0,2.0,14.0,72.45,DXB,HND,B,2899.0,708.0,Boeing 777,C,A,British Airways
175,2023-07-02,15:18,4764.0,2.0,26.0,120.75,DXB,LHR,B,4403.0,914.0,Airbus A320,,C,Emirates
176,2023-07-04,18:14,2375.0,6.0,15.0,192.15,DXB,CDG,B,1256.0,818.0,Boeing 777,D,C,
177,2023-06-16,08:42,3666.0,5.0,22.0,168.0,DXB,CDG,B,3238.0,244.0,Airbus A320,B,D,British Airways
178,2023-06-25,22:17,4059.0,7.0,17.0,171.0,JFK,CDG,A,2931.0,355.0,Boeing 737,A,D,Emirates
179,2023-07-04,16:50,1417.0,10.0,23.0,176.4,DXB,BOG,B,1721.0,975.0,Boeing 737,B,D,American Airlines
180,2023-06-11,00:09,3219.0,6.0,27.0,64.05,,HND,B,3355.0,873.0,Boeing 737,D,C,Qantas
181,2023-07-01,20:38,3311.0,2.0,20.0,111.0,JFK,CDG,A,4930.0,555.0,Boeing 737,A,C,American Airlines
182,2023-06-25,14:35,2889.0,4.0,27.0,103.0,LHR,BOG,A,3096.0,293.0,Boeing 737,D,,British Airways
183,2023-06-27,20:14,1400.0,1.0,24.0,138.6,AMS,LHR,B,1941.0,202.0,Airbus A320,D,C,American Airlines
184,2023-06-14,23:08,2095.0,3.0,20.0,54.6,DXB,SIN,B,3150.0,945.0,Airbus A380,A,B,American Airlines
185,2023-06-15,06:10,3887.0,1.0,16.0,144.9,AMS,HND,B,4814.0,522.0,Airbus A380,,A,Qantas
186,2023-06-23,22:46,1744.0,9.0,12.0,144.9,AMS,,B,2418.0,465.0,Airbus A380,D,A,Qantas
187,2023-06-28,17:40,4554.0,4.0,11.0,203.7,SYD,CDG,B,4404.0,500.0,Airbus A320,A,D,
188,2023-06-30,16:26,4807.0,7.0,11.0,52.5,AMS,LAX,B,1362.0,749.0,Boeing 737,,D,Emirates
189,2023-06-25,06:52,2847.0,2.0,17.0,117.6,,BOG,B,2158.0,531.0,Boeing 737,,C,Emirates
190,2023-06-15,10:53,3776.0,8.0,24.0,53.0,LHR,CDG,A,3579.0,782.0,Airbus A380,D,B,American Airlines
191,2023-06-19,05:28,1812.0,1.0,21.0,95.55,AMS,LAX,B,4908.0,815.0,Boeing 737,D,A,Emirates
192,2023-07-02,21:19,3976.0,1.0,10.0,101.85,DXB,SIN,B,4622.0,320.0,Airbus A320,C,B,British Airways
193,2023-07-05,10:05,2510.0,6.0,19.0,97.0,LHR,CDG,A,4145.0,104.0,Airbus A380,D,,Emirates
194,2023-06-10,10:21,3809.0,9.0,15.0,165.9,SYD,BOG,B,3506.0,199.0,Airbus A380,D,D,British Airways
195,2023-07-04,10:57,3683.0,2.0,14.0,144.9,DXB,CDG,B,4003.0,316.0,Airbus A320,B,A,British Airways
196,2023-06-20,20:07,4528.0,10.0,26.0,196.0,JFK,,A,2642.0,470.0,Airbus A380,C,B,Qantas
197,2023-06-20,08:28,2713.0,1.0,27.0,123.0,LHR,CDG,A,4707.0,109.0,Airbus A320,B,B,Qantas
198,2023-06-09,21:43,2314.0,7.0,27.0,160.0,ORD,BOG,A,1145.0,223.0,Airbus A380,D,B,
199,2023-06-06,22:27,3384.0,5.0,22.0,208.95,DXB,BOG,B,1754.0,262.0,Airbus A320,C,A,Qantas
200,2023-06-30,14:20,1875.0,7.0,15.0,159.6,SYD,SIN,B,4058.0,303.0,Boeing 777,A,C,Qantas
201,2023-06-06,10:27,3764.0,2.0,11.0,59.0,LHR,HND,A,2298.0,303.0,Boeing 737,,B,American Airlines
202,2023-07-01,12:12,1368.0,9.0,27.0,96.0,JFK,HND,A,1970.0,620.0,Airbus A380,C,B,British Airways
203,2023-06-18,07:51,3487.0,10.0,20.0,181.0,LHR,LAX,A,2789.0,320.0,Airbus A380,C,A,Qantas
204,2023-06-11,15:26,1354.0,7.0,16.0,101.0,JFK,BOG,A,4324.0,219.0,Boeing 777,D,C,American Airlines
205,2023-06-30,03:20,3544.0,4.0,22.0,51.0,JFK,,A,4846.0,299.0,Boeing 777,A,A,American Airlines
206,2023-06-13,11:43,3814.0,8.0,15.0,136.5,AMS,,B,3448.0,159.0,Airbus A320,A,A,Qantas
207,2023-06-10,16:49,4529.0,4.0,21.0,76.65,SYD,SIN,B,4722.0,656.0,Boeing 777,A,D,Emirates
208,2023-06-23,23:29,1248.0,8.0,19.0,109.0,ORD,HND,A,4922.0,356.0,Boeing 737,A,B,British Airways
209,2023-06-26,13:12,,1.0,23.0,105.0,DXB,BOG,B,,322.0,Boeing 737,A,D,
210,2023-06-22,15:05,2126.0,4.0,20.0,131.0,ORD,SIN,A,4670.0,514.0,Airbus A380,,C,
211,2023-06-26,14:30,3001.0,3.0,17.0,51.0,LHR,CDG,A,4798.0,195.0,Boeing 737,B,B,British Airways
212,2023-06-13,17:16,3977.0,5.0,19.0,50.0,LHR,LHR,A,3171.0,446.0,Boeing 737,,C,Qantas
213,2023-06-06,14:40,4659.0,1.0,30.0,137.55,DXB,BOG,B,2414.0,960.0,Boeing 777,A,A,American Airlines
214,2023-06-25,01:49,2178.0,2.0,13.0,60.900000000000006,DXB,LHR,B,4479.0,850.0,Boeing 737,D,A,Emirates
215,2023-06-10,02:00,2476.0,2.0,11.0,141.75,SYD,SIN,B,1354.0,153.0,Boeing 737,,A,British Airways
216,2023-06-11,21:50,3503.0,9.0,25.0,120.75,,HND,B,2262.0,439.0,Boeing 777,D,B,Emirates
